ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
CELC,Celcuity Inc.,1,1.01,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.903846,,0,0.862179,1,0.137821,150,0,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,clinical_score:-42.0;smart_money_score:+30.9;momentum_score:+19.8,tier=A;reason=high_opt+catalyst_mid;cat_days=150;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 116881000.0, ""cash_total"": 454978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.71192067145216, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|near_91_180|pos,-0.004671705882352941,,0.6707,0,1,-1.3965,1.0,6,6,buying,1.1579,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,347.34,1.0,0,0,1.0,0,1.0,0,150,False,specific_days,0.360037,price_history,,6,0.5817,price_history,,0.0,,63.945,,-0.060149,0.060149,late,mid,none,drug_developer,morningstar,,,,0,0.8124607582709490461241246076,71.83,45.56250000000000000000000000,83.0,16.21,10.05486968449931412894375857,49.86961772736819995799201849,9.6161,-1.4449,3.0,879,8,1.0,0.4537,0,1,0.0,0.3,0.95,oncology,-0.4872,uncrowded,1.0,259,-0.004671705882352941,0.096154,-1.3038,15.56,0.256993,-0.6526,1.499766,1.5,0.0,0.0,0.0,-0.000234,0.0
LYEL,"Lyell Immunopharma, Inc.",,,D,ineligible,D,ineligible,,0.641608,,0,0.554487,1,0.445513,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-23.8;financial_score:+17.8;smart_money_score:+14.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 117773000.0, ""cash_total"": 319624000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 32.56678525638304, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.06932613183279743,,-1.6518,299,1,-0.0429,-0.0742,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1990.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.597391,price_history,,2,1.5865,price_history,,-0.536269,,38.1538,0.9083,-0.060149,-0.47612,early,small,none,drug_developer,morningstar,,,,0,0.7565962773484271252857298356,22.28,41.25000000000000000000000000,61.0,61.36,42.14078859434172421474715972,63.96551724137931034482758621,41.0212,-0.1172,1.0,299,5,1.0,0.0496,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,184,0.06932613183279743,0.358392,-0.3628,31.54,0.655594,0.4005,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
EPRX,Eupraxia Pharmaceuticals Inc.,,,D,ineligible,D,ineligible,,0.81993,,0,0.548077,1,0.451923,,0,no_upcoming,9,neutral,overbought_rsi,XS,ineligible,financial_score:-36.2;smart_money_score:+25.3;momentum_score:+8.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|none|nonpos,0.06334926923076922,,0.1885,0,1,0.0132,-0.0178,3,3,buying,-0.0054,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,0.8122,,series_too_short,-0.0272,,82.0755,0.6009,-0.060149,0.032949,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7231718598904050714515955732,50,41.25000000000000000000000000,66.5,50,43.47050754458161865569272976,5,41.6509,-0.0906,2.0,,2,0.3333,0.0,0,0,0.0,0.3,0.6,autoimmune,0.6937,crowded,1.0,235,0.06334926923076922,0.18007,-0.9151,15.40,0.243007,-0.6967,0.003167,0.0,0.0,0.0,0.0,0.003167,0.0
CLLS,Cellectis S.A.,,,D,ineligible,D,ineligible,,0.089161,,0,0.516026,1,0.483974,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:-31.9;momentum_score:+19.0;clinical_score:+8.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-0.4064,0,1,0.1024,0.0717,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.000677,price_history,,0,0.2631,price_history,,-0.169014,,51.3103,0.8122,-0.060149,-0.108865,early,unknown,sev2,drug_developer,morningstar,,,,0,0.6775654673195656802214179263,55.88,41.25000000000000000000000000,,50,45.58426771614563995940694538,5,44.4647,0.0284,1.0,326,6,1.0,0.0167,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,26,0.1,0.910839,1.3459,11.76,0.09965,-1.2835,0.01352,0.0,0.0,0.0,0.00852,0.005,0.0
CADL,"Candel Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.732517,,0,0.535256,1,0.464744,668,0,specific_days,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+11.1;clinical_score:-6.6;catalyst_score:-4.9,tier=D;reason=ineligible;cat_days=668;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,sponsor_absent_late_stage,"{""burn_ttm"": 27743000.0, ""cash_total"": 86963000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.903184982071295, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",late|far_271_540|nonpos,0.06931532258064517,,0.7311,0,1,0.0282,-0.0028,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=2000bps,1387.28,0.7,1,0,1.0,0,1.0,0,668,False,specific_days,0.229112,price_history,,0,0.6513,price_history,,-0.46281,,53.3708,0.6596,-0.060149,-0.402661,late,micro,none,drug_developer,morningstar,,,,0,0.8410944962474414373436433932,50.89,45.56250000000000000000000000,,87.93,43.82605971311961252519094311,61.55555555555555555555555556,43.8028,0.0004,3.0,181,11,1.0,0.5016,0,0,0.0,0.6,0.95,oncology,0.6937,highly_crowded,1.0,210,0.06931532258064517,0.267483,-0.6204,26.03,0.561189,0.154,0.003586,0.0,0.0,0.0,0.00012,0.003466,0.0
NVAX,"Novavax, Inc.",,,D,ineligible,,,D,0.253497,0.926923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-39.4;clinical_score:+24.4;financial_score:+24.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 244635000.0, ""cash_total"": 735084000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.435271429798334, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",late|none|pos,0.1,68.786,1.0213,0,1,1.396,1.3945,1,1,selling,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,459.51,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.647622,price_history,,1,0.8415,price_history,,-0.672773,,32.5981,0.4814,-0.060149,-0.612624,late,small,none,commercial_biotech,morningstar,,,,0,0.9,13.18,41.25000000000000000000000000,54.5,90.00,77.000,77.000,77.6948,1.4332,3.0,59,23,1.0,3.11,3,5,0.0,0.6,0.55,infectious_disease,0.2213,moderate,1.0,73,0.1,0.746503,0.6635,51.42,0.980769,2.0699,2.52671,2.09175,0.0,0.0,0.42996,0.005,0.0
ARDX,"Ardelyx, Inc.",,,D,ineligible,,,D,0.054196,0.611538,1,,0,,,0,no_upcoming,9,tailwind,high_beta,XS,ineligible,momentum_score:+38.3;financial_score:-37.3;clinical_score:+18.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,survivability_critical,"{""burn_ttm"": 42483000.0, ""cash_total"": 67999000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.207400607301743, ""stage_bucket"": ""late"", ""surv_score"": ""-4.0"", ""tier1_count"": 1}",late|none|pos,0.1,48.745867,1.0213,0,1,1.396,1.3945,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,582.84,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.738983,price_history,,1,1.8663,price_history,,-0.058263,,59.3046,0.8641,-0.060149,0.001886,late,small,none,commercial_biotech,morningstar,,,,0,0.8854993666956413758847634422,96.55,41.25000000000000000000000000,55.5,57.22,77.000,20.90859410430839002267573696,76.2304,1.3713,3.0,850,15,1.0,0.0948,0,0,0.0,0.6,0.55,metabolic,-0.4872,uncrowded,1.0,16,0.1,0.945804,1.6055,28.63,0.603147,0.2615,2.50814,2.09175,0.0,0.0,0.41139,0.005,0.0
EBS,Emergent BioSolutions Inc.,,,D,ineligible,,,D,0.113636,0.857692,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-38.1;clinical_score:+25.9;financial_score:+17.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 245500000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",late|none|pos,0.1,63.689714,1.0213,0,1,1.0762,1.0439,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1186.43,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.739464,price_history,,1,1.6552,price_history,,-0.900552,,30.4009,1.0204,-0.060149,-0.840403,late,small,none,commercial_pharma,morningstar,,,,0,0.9,13.02,41.25000000000000000000000000,55.5,86.00,77.000,68.85714285714285714285714286,76.2304,1.3713,3.0,,48,1.0,0.0,0,0,0.0,0.6,0.55,infectious_disease,-0.4872,uncrowded,1.0,33,0.1,0.886364,1.2074,55.57,0.998252,2.9203,1.98224,1.56585,0.0,0.0,0.41139,0.005,0.0
IRWD,"Ironwood Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.18007,0.842308,1,,0,,,0,no_upcoming,9,tailwind,high_vol|overbought_rsi,XS,ineligible,catalyst_score:-22.5;clinical_score:+12.9;momentum_score:+8.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 140407000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|pos,0.1,63.425643,1.0213,0,1,1.0621,1.0282,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,819.43,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.424801,price_history,,0,0.6217,price_history,,-0.000685,,76.5946,1.2561,-0.060149,0.059464,late,small,none,commercial_pharma,morningstar,,,,0,0.8509748027487910409773479257,72.67,41.25000000000000000000000000,,56.67,76.66666666666666666666666666,64.57142857142857142857142857,76.5858,1.3864,3.0,108,19,1.0,0.7154,0,1,0.0,0.9,0.55,metabolic,-0.4872,uncrowded,1.0,52,0.1,0.81993,0.9151,39.16,0.763986,0.7192,1.96322,1.5423,0.0,0.0,0.41592,0.005,0.0
VNDA,Vanda Pharmaceuticals Inc.,,,D,ineligible,,,D,0.361888,0.380769,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+34.2;financial_score:-27.5;momentum_score:-19.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 109442000.0, ""cash_total"": 84851000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.303667696131285, ""stage_bucket"": ""late"", ""surv_score"": ""-3.0"", ""tier1_count"": 1}",late|none|pos,0.1,41.640939,1.0213,0,1,1.2979,1.298,1,1,neutral,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,634.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.532564,price_history,,1,1.3373,price_history,,-0.536398,,41.8158,1.0382,-0.060149,-0.476249,late,small,sev2,commercial_biotech,morningstar,,,,0,0.8839761142147734326505276226,21.31,41.25000000000000000000000000,52.5,90.00,74.81481481481481481481481481,13.06430839002267573696145124,75.1349,1.325,3.0,6,39,1.0,2.5076,2,2,0.0,0.4,0.6,cns,0.2213,moderate,1.0,104,0.1,0.638112,0.3534,15.02,0.225524,-0.7537,2.3495,1.947,0.0,0.0,0.3975,0.005,0.0
AMPH,"Amphastar Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.036713,0.903846,1,,0,,,0,no_upcoming,9,headwind,,XS,ineligible,clinical_score:+16.4;momentum_score:-16.1;catalyst_score:-10.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 276209000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|pos,0.1,66.223786,1.0191,0,1,0.9364,0.8886,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1139.42,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.080045,price_history,,0,0.1831,price_history,,-0.187692,,38.8252,0.4149,-0.060149,-0.127543,late,small,none,commercial_pharma,morningstar,,,,0,0.9,41.22,47.32250000000000000000000000,,79.33,73.70370370370370370370370370,67.14285714285714285714285714,72.5841,1.2172,3.0,,11,1.0,0.0,0,0,0.0,0.6,0.5,respiratory,0.6937,highly_crowded,1.0,11,0.1,0.963287,1.7902,51.94,0.991259,2.3764,1.70306,1.3329,0.0,0.0,0.36516,0.005,0.0
MNKD,MannKind Corporation,,,D,ineligible,,,D,0.246503,0.203846,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+27.4;momentum_score:-24.1;catalyst_score:-6.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 171346000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",late|none|pos,0.1,33.450929,1.0213,0,1,1.3311,1.3307,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,820.88,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.490266,price_history,,0,1.4728,price_history,,-0.417407,,41.4879,0.4616,-0.060149,-0.357258,late,small,none,commercial_biotech,morningstar,,,,0,0.9,24.07,41.25000000000000000000000000,,15.33,75.55555555555555555555555555,51.71428571428571428571428572,74.436,1.2955,3.0,53,19,1.0,0.1963,0,0,0.0,0.8,0.5,respiratory,0.6937,highly_crowded,1.0,71,0.1,0.753497,0.6855,45.80,0.893357,1.2446,2.3897,1.99605,0.0,0.0,0.38865,0.005,0.0
DNA,"Ginkgo Bioworks Holdings, Inc.",,,D,ineligible,,,D,0.949301,0.896154,1,,0,,28,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-26.4;financial_score:+17.8;clinical_score:+17.1,tier=;reason=;cat_days=28;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 123381000.0, ""cash_total"": 495484000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 48.19062902715977, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",late|near_0_30|pos,-0.018106584905660375,66.190786,1.0018,0,1,0.9153,0.9216,1,1,neutral,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1199.57,0.7,1,0,1.0,0,1.0,0,28,True,specific_days,-0.621643,price_history,,1,1.7646,price_history,,-0.5,,43.5513,0.7795,-0.060149,-0.439851,late,small,none,commercial_biotech,morningstar,,,,0,0.8332732732732732732732732733,22.72,34.82617777777777777777777778,55.0,90.00,66.29629629629629629629629630,66.99285714285714285714285714,68.0463,1.0253,3.0,167,819,1.0,3.9464,6,5,0.0278,0.8,0.95,oncology,0.6937,highly_crowded,1.0,272,-0.018106584905660375,0.050699,-1.6381,39.57,0.777972,0.7654,1.689085,1.3824,0.0,0.0,0.30759,-0.000905,0.0
HALO,"Halozyme Therapeutics, Inc.",,,D,ineligible,,,D,0.148601,0.419231,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+27.5;momentum_score:-14.7;financial_score:-10.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 133820000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",late|none|pos,0.1,42.187747,1.0137,0,1,1.1232,1.1262,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,268.65,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.234507,price_history,,0,0.7322,price_history,,-0.362966,,39.4238,0.2835,-0.060149,-0.302817,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,28.71,41.25000000000000000000000000,,62.00,70.92592592592592592592592593,32.76832598193656794791010292,70.5063,1.1293,3.0,,29,1.0,0.0015,0,0,0.0,0.7,0.95,oncology,0.6937,highly_crowded,1.0,43,0.1,0.851399,1.0425,35.09,0.711538,0.5579,2.03309,1.6893,0.0,0.0,0.33879,0.005,0.0
VCEL,Vericel Corporation,,,D,ineligible,,,D,0.354895,0.388462,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,clinical_score:+18.3;financial_score:-13.7;catalyst_score:-10.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 137499000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",late|none|pos,0.1,41.8145,1.0129,0,1,1.0983,1.1016,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.33,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.068047,price_history,,0,0.9823,price_history,,-0.037478,,61.7327,0.4807,-0.060149,0.022671,late,small,none,commercial_biotech,morningstar,,,,0,0.9,58.40,41.25000000000000000000000000,,36.67,70.37037037037037037037037037,38.44444444444444444444444444,69.2261,1.0752,3.0,1215,10,1.0,0.0001,0,0,0.0,0.4,0.5,other,-1.1958,uncrowded,1.0,102,0.1,0.645105,0.3721,41.40,0.809441,0.8758,1.97996,1.6524,0.0,0.0,0.32256,0.005,0.0
ESPR,"Esperion Therapeutics, Inc.",,,D,ineligible,,,D,0.120629,0.357692,1,,0,,,0,no_upcoming,9,tailwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-37.6;momentum_score:+29.2;clinical_score:+21.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 58336000.0, ""cash_total"": 92447000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.01679923203511, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|pos,0.1,40.416153,1.0213,0,1,1.0762,1.0439,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,798.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.789416,price_history,,1,1.8984,price_history,,-0.65566,,48.8993,0.7805,-0.060149,-0.595511,late,small,sev1,commercial_pharma,morningstar,,,,0,0.8279606664161342853563823124,84.29,41.25000000000000000000000000,55.5,44.85,77.000,17.46811791383219954648526078,75.5058,1.3407,3.0,488,9,1.0,0.0171,0,0,0.0,0.4,0.55,metabolic,0.6937,highly_crowded,1.0,35,0.1,0.879371,1.1718,20.87,0.445804,-0.1363,1.97306,1.56585,0.0,0.0,0.40221,0.005,0.0
EXEL,"Exelixis, Inc.",,,D,ineligible,,,D,0.763986,0.788462,1,,0,,831,0,specific_days,9,headwind,,XS,ineligible,momentum_score:-12.3;clinical_score:+9.8;financial_score:+7.2,tier=;reason=;cat_days=831;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 1059091000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",late|far_271_540|pos,0.0633864705882353,59.323333,0.9756,0,1,0.6326,0.6434,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,299.43,1.0,0,0,1.0,0,1.0,0,831,False,specific_days,-0.050912,price_history,,0,0.3169,price_history,,-0.109407,,33.4502,0.4304,-0.060149,-0.049258,late,large,none,commercial_biotech,morningstar,,,,0,0.9,37.95,45.56250000000000000000000000,,74.00,60.00000000000000000000000000,57.40740740740740740740740741,60.6753,0.7137,3.0,77,84,1.0,2.1043,4,3,-0.0085,0.4,0.95,oncology,0.6937,highly_crowded,1.0,219,0.0633864705882353,0.236014,-0.7192,41.76,0.816434,0.9019,1.182379,0.9651,0.0,0.0,0.21411,0.003169,0.0
SNDX,"Syndax Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.875874,0.596154,1,,0,,59,1,specific_days,9,tailwind,,XS,ineligible,financial_score:-27.9;clinical_score:+17.1;smart_money_score:+13.2,tier=;reason=;cat_days=59;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 253492000.0, ""cash_total"": 435979000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 5.155381629400534, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|near_31_90|pos,0.01751823076923077,48.563355,0.224,0,1,1.0318,1.0362,3,3,neutral,-0.0054,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=1000bps,584.59,0.85,1,0,1.0,0,1.0,0,59,True,specific_days,0.162104,price_history,,3,1.0335,price_history,,-0.278809,,49.9138,0.5965,-0.060149,-0.21866,mid,small,sev1,commercial_biotech,morningstar,,,,0,0.8340492721164613661814109742,56.75,44.45817777777777777777777778,65.0,75.58,68.88888888888888888888888889,23.91190006574621959237343852,70.2193,1.1172,2.0,4,37,1.0,3.3083,4,4,0.0,0.6,0.95,oncology,0.6937,highly_crowded,1.0,251,0.01751823076923077,0.124126,-1.1546,33.34,0.687063,0.4875,1.372236,1.0362,0.0,0.0,0.33516,0.000876,0.0
