ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
NUVB,Nuvation Bio Inc.,1,0.78,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.888316,,0,0.804348,1,0.195652,131,0,specific_days,9,neutral,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|high_risk,clinical_score:-32.5;financial_score:+31.3;smart_money_score:+5.0,tier=A;reason=high_opt+catalyst_mid;cat_days=131;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 143694000.0, ""cash_total"": 549045000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 44.273359540368915, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|near_91_180|pos,0.0036783396226415096,,0.6471,0,1,-1.1441,1.0,6,6,selling,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=1000bps,551.15,0.85,1,0,1.0,0,1.0,0,131,False,specific_days,-0.148224,price_history,,6,0.8313,price_history,,-0.274559,,44.7692,1.2485,-0.012183,-0.262376,late,mid,none,drug_developer,morningstar,,,,0,0.8124562462281231140615570308,46.65,45.56250000000000000000000000,53.0,53.62,15.47776518014613252708490803,79.26530612244897959183673469,15.0515,-1.2139,3.0,292,12,1.0,0.6127,0,1,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,259,0.0036783396226415096,0.111684,-1.2176,17.16,0.310997,-0.493,1.500184,1.5,0.0,0.0,0.0,0.000184,0.0
VCEL,Vericel Corporation,,,D,ineligible,,,D,0.448454,0.265385,1,,0,,,0,no_upcoming,9,neutral,,XS,ineligible,clinical_score:+21.6;financial_score:-11.4;catalyst_score:-8.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 137499000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",late|none|pos,0.07958971428571429,39.497664,0.984,0,1,1.1067,0.9568,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.33,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.083917,price_history,,0,0.8557,price_history,,-0.068242,,57.2691,0.4807,-0.012183,-0.056059,late,small,none,commercial_biotech,morningstar,,,,0,0.9,47.50,41.25000000000000000000000000,,36.67,71.07142857142857142857142857,38.14036404578720210170763746,69.8322,1.1037,3.0,1012,10,1.0,0.0003,0,0,0.0,0.4,0.5,other,-1.2096,uncrowded,1.0,131,0.07958971428571429,0.551546,0.1296,41.45,0.764605,0.7212,1.770289,1.4352,0.0,0.0,0.33111,0.003979,0.0
ESPR,"Esperion Therapeutics, Inc.",,,D,ineligible,,,D,0.338488,0.096154,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+32.4;financial_score:-21.2;momentum_score:-18.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 58336000.0, ""cash_total"": 92447000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.01679923203511, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|pos,0.07958971428571429,31.373493,0.9917,0,1,1.0763,0.9769,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,798.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.284389,price_history,,1,0.6183,price_history,,-0.453704,,35.2782,0.7805,-0.012183,-0.441521,late,small,sev1,commercial_pharma,morningstar,,,,0,0.8279606664161342853563823124,25.77,41.25000000000000000000000000,55.5,44.85,77.000,23.38220637601384458205625404,75.4108,1.3398,3.0,285,10,1.0,0.093,0,0,0.0,0.4,0.55,metabolic,0.6892,highly_crowded,1.0,99,0.07958971428571429,0.661512,0.4166,25.98,0.534364,0.0862,1.871269,1.46535,0.0,0.0,0.40194,0.003979,0.0
SNY,Sanofi,,,D,ineligible,,,D,0.256014,0.088462,1,,0,,903,0,specific_days,9,tailwind,overbought_rsi,XS,ineligible,financial_score:-41.4;clinical_score:+28.6;momentum_score:+10.5,tier=;reason=;cat_days=903;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 1}",late|far_271_540|pos,0.07976804545454545,31.13,0.9917,0,1,0.9893,0.879,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=400bps,241.86,1.0,0,0,1.0,0,1.0,0,903,False,specific_days,0.139002,price_history,,1,0.2634,price_history,,0.0,,74.5472,0.194,-0.012183,0.012183,late,unknown,sev2,commercial_pharma,morningstar,,,,0,0.8561843971631205673758865248,56.90,45.56250000000000000000000000,49.5,50,75.00000000000000000000000000,5,76.2861,1.3768,3.0,6,670,1.0,7.2756,10,15,0.0,0.8,0.95,oncology,0.6892,highly_crowded,1.0,75,0.07976804545454545,0.743986,0.6557,21.78,0.455326,-0.1122,1.735528,1.3185,0.0,0.0,0.41304,0.003988,0.0
AZN,Astrazeneca PLC,,,D,ineligible,,,D,0.88488,0.103846,1,,0,,100,0,specific_days,9,tailwind,overbought_rsi,XS,ineligible,financial_score:-45.6;clinical_score:+24.1;smart_money_score:+18.4,tier=;reason=;cat_days=100;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",late|near_91_180|pos,0.0036783396226415096,31.478,0.9907,0,1,0.9738,0.8615,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=400bps,263.76,1.0,0,0,1.0,0,1.0,0,100,False,specific_days,0.115674,price_history,,4,0.1878,price_history,,0.0,,74.7792,0.2344,-0.012183,0.012183,late,unknown,sev2,commercial_pharma,morningstar,,,,0,0.8534510452344395889925593481,58.64,45.56250000000000000000000000,69.0,50,74.64285714285714285714285714,5,75.9289,1.3617,3.0,17,709,1.0,4.3375,6,8,0.0,0.9,0.95,oncology,0.6892,highly_crowded,1.0,258,0.0036783396226415096,0.11512,-1.1997,22.10,0.465636,-0.0862,1.700944,1.29225,0.0,0.0,0.40851,0.000184,0.0
EXEL,"Exelixis, Inc.",,,D,ineligible,,,D,0.231959,0.803846,1,,0,,628,0,specific_days,9,tailwind,,XS,ineligible,catalyst_score:-10.1;clinical_score:+5.0;momentum_score:+3.0,tier=;reason=;cat_days=628;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 1059091000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",late|far_271_540|pos,0.07976804545454545,63.673714,0.946,0,1,0.6392,0.4834,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,299.43,1.0,0,0,1.0,0,1.0,0,628,False,specific_days,0.234428,price_history,,0,0.1769,price_history,,-0.047479,,60.036,0.4304,-0.012183,-0.035296,late,large,none,commercial_biotech,morningstar,,,,0,0.9,58.69,45.56250000000000000000000000,,74.00,60.71428571428571428571428572,57.85714285714285714285714286,61.339,0.7444,3.0,147,85,1.0,1.6591,2,2,-0.0085,0.4,0.95,oncology,0.6892,highly_crowded,1.0,68,0.07976804545454545,0.768041,0.7324,41.61,0.774914,0.7551,0.952408,0.7251,0.0,0.0,0.22332,0.003988,0.0
BIIB,Biogen Inc.,,,D,ineligible,,,D,0.905498,0.388462,1,,0,,26,1,specific_days,9,headwind,,XS,ineligible,clinical_score:+21.0;smart_money_score:+18.7;financial_score:-17.3,tier=;reason=;cat_days=26;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 5}",late|near_0_30|pos,0.0010409019607843138,44.599382,0.9826,0,1,0.8028,0.6693,5,5,buying,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=400bps,177.15,1.0,0,0,1.0,0,1.0,0,26,True,specific_days,-0.134106,price_history,,5,0.5575,price_history,,-0.235075,,43.8886,0.3103,-0.012183,-0.222892,late,large,none,commercial_pharma,morningstar,,,,0,0.8253604890604890604890604891,40.60,36.45884444444444444444444444,68.5,62.45,70.71428571428571428571428571,32.49307130259511211892164272,72.0785,1.1988,3.0,19,359,1.0,3.732,5,5,0.0015,0.8,0.95,oncology,0.6892,highly_crowded,1.0,264,0.0010409019607843138,0.094502,-1.3135,31.78,0.630584,0.3334,1.363642,1.00395,0.0,0.0,0.35964,5.2e-05,0.0
SNDX,"Syndax Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.654639,0.380769,1,,0,,,0,no_upcoming,9,headwind,,XS,ineligible,clinical_score:+21.1;financial_score:-20.5;smart_money_score:+15.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 253492000.0, ""cash_total"": 435979000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 5.155381629400534, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|none|pos,0.04232428571428572,44.45978,0.1827,0,1,1.0665,0.9161,3,3,neutral,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,584.59,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.152296,price_history,,3,1.2106,price_history,,-0.170496,,47.4235,0.5965,-0.012183,-0.158313,mid,small,sev1,commercial_biotech,morningstar,,,,0,0.8340492721164613661814109742,40.58,41.25000000000000000000000000,65.0,67.07,70.18181818181818181818181818,28.59840000000000000000000000,70.4935,1.1317,2.0,56,38,1.0,0.3076,2,0,0.0,0.6,0.95,oncology,0.6892,highly_crowded,1.0,191,0.04232428571428572,0.345361,-0.3979,34.42,0.675258,0.4545,1.257726,0.9161,0.0,0.0,0.33951,0.002116,0.0
IONS,"Ionis Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.376289,0.642308,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:+19.2;catalyst_score:-16.9;momentum_score:-4.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 130874000.0, ""cash_total"": 2240171000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 187.5823540904904, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|pos,0.07958971428571429,53.588714,0.7223,0,1,0.607,0.4507,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,247.51,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.158769,price_history,,0,0.7939,price_history,,-0.12381,,47.0217,0.2985,-0.012183,-0.111627,late,large,none,commercial_biotech,morningstar,,,,0,0.9,53.92,41.25000000000000000000000000,,22.84,60.00000000000000000000000000,77.35714285714285714285714285,60.6538,0.7154,3.0,60,90,1.0,2.2416,2,3,0.0,0.5,0.55,metabolic,0.2145,moderate,1.0,110,0.07958971428571429,0.623711,0.3152,48.86,0.929553,1.4725,0.894649,0.67605,0.0,0.0,0.21462,0.003979,0.0
ACAD,ACADIA Pharmaceuticals Inc.,,,D,ineligible,,,D,0.273196,0.25,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+20.3;clinical_score:+14.0;momentum_score:-13.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 177695000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 7}",late|none|pos,0.07958971428571429,39.355996,0.9632,0,1,0.8165,0.6629,7,7,buying,1.5218,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,531.5,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.111186,price_history,,7,1.245,price_history,,-0.498269,,44.7576,0.3548,-0.012183,-0.486086,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,37.06,41.25000000000000000000000000,71.0,40.67,64.64285714285714285714285714,39.35443565181174510620574760,64.9421,0.8968,3.0,101,22,1.0,1.464,1,3,0.0,0.6,0.6,cns,0.6892,highly_crowded,1.0,80,0.07958971428571429,0.726804,0.6032,42.78,0.805842,0.8627,1.267369,0.99435,0.0,0.0,0.26904,0.003979,0.0
SIGA,SIGA Technologies Inc.,,,D,ineligible,,,D,0.424399,0.95,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,catalyst_score:-18.3;momentum_score:+15.2;financial_score:+2.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 171955584.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|pos,0.07958971428571429,74.317014,0.3085,61,1,0.3521,0.1624,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.162066,price_history,,0,0.7438,price_history,,-0.207185,,50.682,0.5084,-0.012183,-0.195002,late,small,none,commercial_pharma,morningstar,,,,0,0.9,74.77,41.25000000000000000000000000,,90.00,60.35714285714285714285714286,61.91780821917808219178082192,60.0321,0.6891,3.0,38,6,1.0,0.9183,1,1,0.0,0.4,0.55,infectious_disease,0.6892,highly_crowded,1.0,124,0.07958971428571429,0.575601,0.1907,45.60,0.853952,1.0535,0.454309,0.2436,0.0,0.0,0.20673,0.003979,0.0
PBYI,Puma Biotechnology Inc,,,D,ineligible,,,D,0.895189,0.834615,1,,0,,114,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-31.6;financial_score:+22.5;smart_money_score:+8.0,tier=;reason=;cat_days=114;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 94388000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|near_91_180|pos,0.0036783396226415096,65.7205,0.704,0,1,0.1878,0.0263,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,114,False,specific_days,-0.600997,price_history,,1,1.5797,price_history,,-0.656757,,35.2001,0.7739,-0.012183,-0.644574,late,micro,none,commercial_biotech,morningstar,,,,0,0.8365058935788055680287382128,15.93,45.56250000000000000000000000,55.5,88.67,50.71428571428571428571428571,70.00000000000000000000000000,52.0003,0.3493,3.0,66,20,1.0,1.1816,2,2,0.0,0.5,0.95,oncology,0.6892,highly_crowded,1.0,261,0.0036783396226415096,0.104811,-1.2546,34.79,0.678694,0.4641,0.144424,0.03945,0.0,0.0,0.10479,0.000184,0.0
INVA,"Innoviva, Inc.",,,D,ineligible,,,D,0.07732,0.957692,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:+17.4;catalyst_score:-12.3;clinical_score:-9.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 550941000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|nonpos,0.09592151334379907,74.989507,-0.3789,,0,-0.0978,-0.263,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.28,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.186404,price_history,,0,0.2661,price_history,,-0.022291,,65.3118,0.3385,-0.012183,-0.010108,late,small,none,commercial_biotech,morningstar,,,,0,0.9,57.79,41.25000000000000000000000000,,90.00,44.38649533887629125724363820,70.95890410958904109589041096,43.2226,-0.0221,3.0,,4,0.0,0.0,0,0,0.0,0.3,0.95,oncology,0.6892,highly_crowded,1.0,23,0.09592151334379907,0.92268,1.4233,41.79,0.785223,0.79,0.004796,0.0,0.0,0.0,0.0,0.004796,0.0
RGNX,REGENXBIO Inc.,,,D,ineligible,,,D,0.685567,0.934615,1,,0,,39,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+36.2;clinical_score:-24.7;momentum_score:-17.4,tier=;reason=;cat_days=39;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71673000.0, ""cash_total"": 274205000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.90933824452723, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|near_31_90|nonpos,0.035441063829787234,72.2575,0.6554,0,1,-1.2409,-1.4206,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1127.96,0.7,1,0,1.0,0,1.0,0,39,True,specific_days,-0.384635,price_history,,1,1.5097,price_history,,-0.507111,,46.4878,0.6963,-0.012183,-0.494928,late,small,none,commercial_biotech,morningstar,,,,0,0.8029091335994364874383658136,26.43,37.92320400000000000000000000,55.5,88.49,19.06124023683547493071302595,80.0,17.6949,-1.1021,3.0,769,15,1.0,0.2611,1,0,0.0,0.3,0.55,ophthalmology,0.2145,moderate,1.0,200,0.035441063829787234,0.314433,-0.4833,23.61,0.496564,-0.0086,0.001772,0.0,0.0,0.0,0.0,0.001772,0.0
ARVN,"Arvinas, Inc.",,,D,ineligible,,,D,0.012027,0.926923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+29.1;momentum_score:-27.4;smart_money_score:+15.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 273800000.0, ""cash_total"": 685400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 30.030679327976625, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|nonpos,0.09592151334379907,72.206,0.6954,0,1,-0.1288,-0.2944,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,932.46,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.39504,price_history,,4,1.0339,price_history,,-0.499522,,50.9914,0.6174,-0.012183,-0.487339,late,small,none,commercial_biotech,morningstar,,,,0,0.8141091718402249033618367108,23.53,41.25000000000000000000000000,66.0,90.00,43.69897959183673469387755102,80.0,44.0733,0.0139,3.0,161,7,1.0,0.9083,2,1,0.0,0.3,0.95,oncology,0.6892,highly_crowded,1.0,4,0.09592151334379907,0.987973,2.2562,26.98,0.561856,0.1557,0.008966,0.0,0.0,0.0,0.00417,0.004796,0.0
COLL,"Collegium Pharmaceutical, Inc.",,,D,ineligible,,,D,0.049828,0.919231,1,,0,,,0,no_upcoming,9,neutral,,XS,ineligible,clinical_score:-28.8;financial_score:+25.8;momentum_score:+4.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 386679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|nonpos,0.09592151334379907,71.729918,-0.3967,322,1,-1.671,-2.1127,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.050903,price_history,,0,0.255,price_history,,-0.113664,,55.9736,0.4474,-0.012183,-0.101481,late,small,none,commercial_pharma,morningstar,,,,0,0.9,47.04,41.25000000000000000000000000,,90.00,13.86873267825648778029730411,68.49315068493150684931506849,12.6295,-1.3164,3.0,322,3,0.6667,0.1025,0,0,0.0,0.4,0.5,other,-1.447,uncrowded,1.0,15,0.09592151334379907,0.950172,1.6465,26.06,0.544674,0.1122,0.004796,0.0,0.0,0.0,0.0,0.004796,0.0
IMCR,Immunocore Holdings plc,,,D,ineligible,,,D,0.073883,0.85,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-40.7;financial_score:+34.0;smart_money_score:+34.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 10712000.0, ""cash_total"": 864153000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 453.2667191188041, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|none|nonpos,0.09592151334379907,66.5025,0.6172,0,1,-1.8626,-2.0503,6,6,buying,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,888.71,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.328065,price_history,,6,0.6832,price_history,,-0.525478,,37.4639,0.4195,-0.012183,-0.513295,late,small,none,commercial_biotech,morningstar,,,,0,0.8953760680791941646405001737,23.52,41.25000000000000000000000000,80.0,73.71,5.286281179138321995464852608,80.0,4.5356,-1.6588,3.0,859,10,1.0,0.24,1,0,0.0,0.3,0.95,oncology,0.6892,highly_crowded,1.0,22,0.09592151334379907,0.926117,1.4475,21.07,0.438144,-0.1557,0.004796,0.0,0.0,0.0,0.0,0.004796,0.0
BEAM,Beam Therapeutics Inc.,,,D,ineligible,,,D,0.709622,0.511538,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+23.2;momentum_score:-18.3;catalyst_score:-15.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 345102000.0, ""cash_total"": 1245210000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.29885077455361, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.016975477124183007,48.598,-1.7272,830,1,0.5306,0.3733,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,448.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.157764,price_history,,4,1.7917,price_history,,-0.405148,,53.7338,0.7330,-0.012183,-0.392965,early,mid,none,commercial_biotech,morningstar,,,,0,0.8215063327449249779346866726,38.49,41.25000000000000000000000000,66.0,14.00,58.30769230769230769230769231,80.0,57.1438,0.5669,1.0,830,4,1.0,0.0003,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,207,0.016975477124183007,0.290378,-0.5523,47.67,0.908935,1.3342,0.170919,0.0,0.0,0.0,0.17007,0.000849,0.0
